epoch,train_loss,eval_loss,eval_top1,eval_top5
0,1.7105428874492645,0.3163426439401326,96.19734789391576,99.33697347893916
1,1.1127109766006469,0.18099066247806161,97.56240249609985,99.66848673946959
2,1.0226497620344162,0.16482805796606864,97.87441497659907,99.76599063962558
3,1.0275409042835235,0.16047085242784712,97.99141965678628,99.74648985959439
4,0.9714669793844223,0.15984317107059282,98.14742589703589,99.7854914196568
5,0.9627682000398636,0.15505748159613886,98.3034321372855,99.76599063962558
6,0.938463780283928,0.1498972019427652,98.4789391575663,99.8244929797192
7,0.8558038860559464,0.1475731050726404,98.53744149765991,99.80499219968799
8,0.8959784358739853,0.14672089813280031,98.4204368174727,99.84399375975039
9,0.9040106534957886,0.14732534613884554,98.57644305772232,99.84399375975039
10,0.9495826900005341,0.1438643385579173,98.59594383775351,99.8634945397816
11,0.8672856330871582,0.14346099234594384,98.71294851794072,99.8634945397816
12,0.8740492343902588,0.1447534903349259,98.63494539781591,99.84399375975039
13,0.8543727964162826,0.14185122580684478,98.71294851794072,99.84399375975039
14,0.8389920711517334,0.14264858680284712,98.82995319812792,99.8634945397816
15,0.8442959368228913,0.141553191424532,98.63494539781591,99.88299531981279
16,0.8587739944458008,0.1409468390454368,98.65444617784712,99.8634945397816
17,0.8367319524288177,0.13821787246489858,98.77145085803433,99.9219968798752
18,0.8425163686275482,0.13886840629875194,98.82995319812792,99.9219968798752
19,0.8202430903911591,0.14077582634555383,98.79095163806552,99.902496099844
20,0.8795330584049225,0.13911521304602184,98.92745709828394,99.8634945397816
21,0.8111197143793106,0.13998893940132606,98.77145085803433,99.88299531981279
22,0.8219654262065887,0.13795544985861935,98.79095163806552,99.88299531981279
23,0.8178530007600784,0.13738090050945787,98.90795631825273,99.902496099844
24,0.8521634131669998,0.13685491267306943,98.94695787831513,99.88299531981279
25,0.8322867155075073,0.13632340215483618,98.94695787831513,99.9219968798752
26,0.8448748707771301,0.14243682051969578,98.88845553822154,99.88299531981279
27,0.8286654353141785,0.13794516624414976,98.88845553822154,99.9219968798752
28,0.8616091191768647,0.136792068362422,98.94695787831513,99.9414976599064
29,0.8462128102779388,0.13955283797289392,98.94695787831513,99.88299531981279
30,0.832955127954483,0.13777662922923167,98.98595943837753,99.9414976599064
31,0.8199593842029571,0.1380464788904056,98.94695787831513,99.9219968798752
32,0.8437305361032486,0.13710876560062402,98.90795631825273,99.88299531981279
33,0.8247160017490387,0.138623503924532,98.84945397815913,99.902496099844
34,0.7961877107620239,0.13977717311817472,98.77145085803433,99.902496099844
35,0.8018311381340026,0.13827957415171607,99.02496099843994,99.902496099844
36,0.8382107496261597,0.13603622269890794,98.92745709828394,99.902496099844
37,0.7784084796905517,0.13452034175117006,99.02496099843994,99.88299531981279
38,0.7523954659700394,0.13257597686719969,99.14196567862714,99.9219968798752
39,0.8209222674369812,0.13499414976599064,98.96645865834634,99.9609984399376
40,0.8137418299913406,0.13408043157663807,99.04446177847115,99.9219968798752
41,0.7895932734012604,0.13564373141331904,99.06396255850234,99.9219968798752
42,0.7983220338821411,0.13699526496684866,98.88845553822154,99.902496099844
43,0.826292660832405,0.1366772346675117,98.88845553822154,99.9219968798752
44,0.7983439773321152,0.13497891478159127,99.00546021840874,99.9219968798752
45,0.8591183841228485,0.13817292926092042,98.88845553822154,99.9219968798752
46,0.7828614175319671,0.1372847296704368,98.90795631825273,99.88299531981279
47,0.771895581483841,0.13688976269988298,98.94695787831513,99.9219968798752
48,0.8011672377586365,0.1334331351769696,99.08346333853355,99.902496099844
49,0.7774154216051101,0.13674464947347895,99.00546021840874,99.9219968798752
50,0.7929310381412507,0.13767760183063574,98.88845553822154,99.9219968798752
51,0.8112959146499634,0.13555079800848283,99.02496099843994,99.9219968798752
52,0.7965197712182999,0.13525790543340482,99.00546021840874,99.902496099844
53,0.7989676654338836,0.13544472442960218,98.96645865834634,99.902496099844
54,0.7603216737508773,0.13624208542560454,98.96645865834634,99.9219968798752
55,0.7771845072507858,0.13460927597260142,98.98595943837753,99.9219968798752
56,0.7629380851984024,0.13596518958414586,99.02496099843994,99.902496099844
57,0.7625157117843628,0.13519867943155225,99.02496099843994,99.902496099844
58,0.7876995801925659,0.13643652191400157,98.88845553822154,99.88299531981279
59,0.8246771991252899,0.13687205203051872,99.00546021840874,99.9609984399376
60,0.8224052667617798,0.13658392038806552,99.02496099843994,99.8634945397816
61,0.748046052455902,0.13532741504972698,98.98595943837753,99.902496099844
62,0.8083649337291717,0.13665723875048752,98.96645865834634,99.8244929797192
63,0.797382453083992,0.1400077926945203,98.84945397815913,99.902496099844
64,0.7532909661531448,0.13747135822932918,98.94695787831513,99.88299531981279
65,0.758419007062912,0.13597871063280031,98.96645865834634,99.902496099844
66,0.8095091372728348,0.1362864573176677,98.98595943837753,99.9219968798752
67,0.7727190852165222,0.13585930644257022,98.90795631825273,99.9414976599064
68,0.7840719223022461,0.13504480608911856,98.96645865834634,99.902496099844
69,0.7569107562303543,0.13612801347991418,98.92745709828394,99.88299531981279
70,0.7925576895475388,0.136522980450468,98.98595943837753,99.902496099844
71,0.7972200244665146,0.13769416987617006,98.81045241809673,99.902496099844
72,0.7830668270587922,0.13597299751365055,98.96645865834634,99.9414976599064
73,0.7691771000623703,0.13764541792609206,98.96645865834634,99.9414976599064
74,0.7682628720998764,0.1359907081830148,98.88845553822154,99.9414976599064
75,0.7856283634901047,0.13690709249463728,98.92745709828394,99.902496099844
76,0.7802088648080826,0.13469859106864274,98.94695787831513,99.9219968798752
77,0.7713566333055496,0.13551252011017942,98.96645865834634,99.8634945397816
78,0.7806416720151901,0.13713771207098283,98.86895475819033,99.8634945397816
79,0.770442596077919,0.13444949907371295,98.96645865834634,99.8634945397816
80,0.7680645227432251,0.13562811555430968,98.98595943837753,99.902496099844
81,0.7458111822605134,0.13630664367199688,98.94695787831513,99.88299531981279
82,0.7910862267017365,0.13785527983619345,98.88845553822154,99.88299531981279
83,0.790524086356163,0.13512897937792512,98.94695787831513,99.9219968798752
84,0.7760459810495377,0.13488902837363495,98.92745709828394,99.88299531981279
85,0.7407881110906601,0.13727730261554213,98.90795631825273,99.902496099844
86,0.7610190689563752,0.13604898199834242,98.90795631825273,99.8634945397816
87,0.7542051047086715,0.1357838932697933,99.04446177847115,99.9219968798752
88,0.7417907595634461,0.13433714106376754,98.94695787831513,99.9219968798752
89,0.7865178436040878,0.13544605749073713,98.96645865834634,99.9414976599064
90,0.775836393237114,0.13631673684916146,99.02496099843994,99.9414976599064
91,0.7668219149112702,0.1358469280177457,99.04446177847115,99.9414976599064
92,0.7885311990976334,0.1362133293925507,98.96645865834634,99.9219968798752
93,0.7560576140880585,0.13688404958073322,98.88845553822154,99.9414976599064
94,0.7846867948770523,0.13630054967823713,98.88845553822154,99.9219968798752
95,0.8123719424009324,0.13595281115932137,98.88845553822154,99.9414976599064
96,0.7842781275510788,0.13705506228061623,98.90795631825273,99.9414976599064
97,0.7824747323989868,0.1364380454124415,98.94695787831513,99.9414976599064
98,0.7388613849878312,0.13652640832195787,98.92745709828394,99.9219968798752
99,0.771206334233284,0.13765417804212168,98.88845553822154,99.9414976599064
100,0.786706480383873,0.13886193143038222,98.92745709828394,99.902496099844
101,0.7830066114664078,0.1365014610350039,98.96645865834634,99.88299531981279
102,0.7873122006654739,0.1361183011773596,98.96645865834634,99.902496099844
103,0.7597004324197769,0.13648603561329953,98.94695787831513,99.9609984399376
104,0.7721330910921097,0.13601717896840873,98.90795631825273,99.9414976599064
105,0.7837862521409988,0.1358720657420047,98.98595943837753,99.9414976599064
106,0.7932736068964005,0.13583435915561623,98.96645865834634,99.9609984399376
107,0.7765096396207809,0.1361550555772231,98.96645865834634,99.9804992199688
108,0.772163736820221,0.13652659875926287,98.98595943837753,99.9414976599064
109,0.7857066720724106,0.13514021517891966,98.98595943837753,99.9414976599064
110,0.7376716703176498,0.13523219639723089,98.96645865834634,99.9804992199688
111,0.735171577334404,0.13547062390308112,98.96645865834634,99.9414976599064
112,0.7193525820970536,0.1356839136846724,99.00546021840874,99.9804992199688
113,0.7539965629577636,0.13451062944861544,98.94695787831513,99.9414976599064
114,0.7749415665864945,0.1344778742321568,98.94695787831513,99.9414976599064
115,0.7532923251390458,0.13518439663367784,98.96645865834634,99.9609984399376
116,0.7287615448236465,0.13489626499122465,98.96645865834634,99.9609984399376
117,0.7444314360618591,0.13540873177895865,99.00546021840874,99.9609984399376
118,0.7587744563817977,0.13448111166634166,98.98595943837753,99.9414976599064
119,0.784166333079338,0.13590939145378314,99.00546021840874,99.9609984399376
120,0.7521623909473419,0.13517963570105304,99.00546021840874,99.9609984399376
121,0.7790242373943329,0.13531160875341264,99.02496099843994,99.9414976599064
122,0.7789631634950638,0.13521962753510142,98.96645865834634,99.9609984399376
123,0.7860667437314988,0.13535521889625585,99.04446177847115,99.9414976599064
124,0.7474950134754181,0.1350442347772036,99.00546021840874,99.9609984399376
125,0.7879283756017685,0.13584045314937598,98.98595943837753,99.9414976599064
126,0.7503654003143311,0.13566582214069814,98.92745709828394,99.9609984399376
127,0.8102637857198716,0.13590920101647816,98.98595943837753,99.9609984399376
128,0.7566508710384369,0.13491378522328393,99.04446177847115,99.9609984399376
129,0.7549878418445587,0.13509889028373634,99.00546021840874,99.9609984399376
130,0.7389304071664811,0.1352999920778081,98.96645865834634,99.9609984399376
131,0.7348580062389374,0.13545424629485178,99.00546021840874,99.9804992199688
132,0.7671913534402848,0.1349732016624415,99.00546021840874,99.9804992199688
133,0.7933220148086548,0.13530361038660296,99.02496099843994,99.9609984399376
134,0.7555086106061936,0.1354195867053432,98.98595943837753,99.9609984399376
135,0.7474620640277863,0.13519106193935257,99.04446177847115,99.9609984399376
136,0.7719204872846603,0.13502423886017942,99.00546021840874,99.9609984399376
137,0.7880161255598068,0.13491835571860375,98.96645865834634,99.9609984399376
138,0.7358154743909836,0.1349415890698128,98.94695787831513,99.9609984399376
139,0.7526652753353119,0.13501433612031982,98.98595943837753,99.9609984399376
140,0.7565477043390274,0.13534969621441106,99.00546021840874,99.9609984399376
141,0.739367949962616,0.13517392258190328,99.00546021840874,99.9804992199688
142,0.7820554494857788,0.13529808770475818,99.02496099843994,99.9609984399376
143,0.7510917156934738,0.13506556375536272,99.00546021840874,99.9804992199688
144,0.7955667406320572,0.13530151557624806,99.00546021840874,99.9609984399376
145,0.7509412407875061,0.1355300403422387,99.02496099843994,99.9414976599064
146,0.7522170752286911,0.13551213923556943,99.02496099843994,99.9414976599064
147,0.7809683293104172,0.1353544571470359,99.00546021840874,99.9414976599064
148,0.7179287523031235,0.1351925854377925,98.98595943837753,99.9609984399376
149,0.78761967420578,0.13532189236788222,99.00546021840874,99.9414976599064
150,0.7830902963876725,0.1352241980304212,98.98595943837753,99.9609984399376
151,0.6989553600549698,0.13524895488007022,98.98595943837753,99.9609984399376
152,0.7441728621721267,0.13553575346138846,99.00546021840874,99.9609984399376
153,0.771338877081871,0.13556127206025742,98.98595943837753,99.9609984399376
154,0.8006595611572266,0.13530760957000781,98.98595943837753,99.9609984399376
155,0.7394173890352249,0.13501547874414976,99.02496099843994,99.9609984399376
156,0.7205057501792907,0.13502423886017942,99.04446177847115,99.9609984399376
157,0.7985283434391022,0.13483761030128705,98.98595943837753,99.9609984399376
158,0.7797173470258713,0.1348951223673947,99.00546021840874,99.9609984399376
159,0.7707203596830368,0.13501585961875975,98.98595943837753,99.9609984399376
